HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO,ma_24h,ma_72h,ma_168h,TIME_UNIX,vol_8h,vol_24h,vol_72h,r_24h,r_72h,r_168h,TIME_UNIXs,dayofweek,is_weekend,hour_sin,hour_cos,month
115918.3,115872.74,115979.99,115918.3,115861.39,21.34707,0.00018415363736244523,,,,1757804400000,0.00179491472573819,,,,,,2025-09-13 23:00:00,5,1,-0.43051109680939403,0.9025852843493365,9
115935.6,115918.3,139584.98,115935.6,115815.13,47.77229,0.0003859496033925743,115818.20666666667,,,1757808000000,0.0008027315276138449,,,,,,2025-09-14 00:00:00,6,1,-0.8090169943744493,-0.5877852522931587,9
115962.93,115935.6,115990.2,115962.93,104139.65,29.99197,0.00026771152299076464,115826.4825,,,1757811600000,0.0005368354472541073,0.0012925725537010948,,0.001715727412014978,,,2025-09-14 01:00:00,6,1,-0.9705064734688603,0.24107506083175906,9
115852.95,115962.93,116109.0,115852.95,115750.0,23.16819,0.0001998912318083977,115825.09833333333,,,1757815200000,0.0007178948118461921,0.0012911190446984974,,-0.0002866606084228618,,,2025-09-14 02:00:00,6,1,0.9624552364537193,0.2714404498648186,9
115660.87,115852.95,117284.19,115660.87,100985.17,41.01563,0.0003684808350534781,115812.49166666665,,,1757818800000,0.0008142119280880375,0.001324815225813396,,-0.0026090984028326325,,,2025-09-14 03:00:00,6,1,0.9565595342403388,0.2915370601722979,9
115751.0,115660.87,115768.0,115751.0,115454.29,56.29136,0.0004867062822040279,115814.68291666667,,,1757822400000,0.000785157616202934,0.001251487623912423,,0.00045454384377441315,,,2025-09-14 04:00:00,6,1,-0.25881904510189246,0.9659258262892366,9
115860.01,115751.0,115924.69,115860.01,115735.58,20.66171,0.00017836406554460647,115821.85000000002,,,1757826000000,0.0008763917941632116,0.0012652020829786242,,0.001486843925039727,,,2025-09-14 05:00:00,6,1,-0.0026179908854920358,-0.9999965730559898,9
115734.24,115860.01,200000.0,115734.24,115693.95,34.6317,0.00024081666986109555,115821.19333333334,,,1757829600000,0.0009543502163897304,0.0012820128425712156,,-0.00013615550755929906,,,2025-09-14 06:00:00,6,1,0.9980267284282593,-0.0627905195295082,9
115805.39,115734.24,115832.46,115805.39,115734.23,27.26526,0.00023547021971368566,115822.14958333335,,,1757833200000,0.000975321783524626,0.0012870561773078279,,0.0001982165862111085,,,2025-09-14 07:00:00,6,1,0.9872754118382077,0.15901968802540595,9
115926.47,115805.39,116157.43,115926.47,115759.44,36.35743,0.0003135672800289924,115820.00166666666,,,1757836800000,0.0010587628188594436,0.0012568761801302934,,-0.0004444807731671663,,,2025-09-14 08:00:00,6,1,0.992439422656171,-0.12273545680807114,9
116052.1,115926.47,116160.05,116052.1,115905.88,43.16544,0.00037198969556388674,115820.58333333333,,,1757840400000,0.0011270490238224763,0.0012725606143656873,,0.00012030527204243135,,,2025-09-14 09:00:00,6,1,-0.02617694830697347,-0.9996573249755808,9
116027.25,116052.09,136063.73,116027.25,23365.6,83.9811,0.0009146388879147486,115824.30208333333,,,1757844000000,0.001057539696433356,0.0012601325296092071,,0.0007698080008280428,,,2025-09-14 10:00:00,6,1,0.19509032201825416,-0.9807852804028075,9
115791.0,116027.25,116100.0,115791.0,114967.54,62.73908,0.0005426340086653194,115816.67208333332,,,1757847600000,0.001155760685016605,0.0013269094468305578,,-0.0015789729639681394,,,2025-09-14 11:00:00,6,1,-0.707106781184356,-0.707106781188739,9
115776.32,115794.91,116896.43,115776.32,112696.64,34.45551,0.00029929267906458066,115807.23083333333,,,1757851200000,0.0011283661977208339,0.0013252674365311608,,-0.001953313067749707,,,2025-09-14 12:00:00,6,1,0.08367784333422,0.9964928592493444,9
115348.1,115776.32,115776.32,115348.1,115217.71,26.17518,0.00022672823545896655,115790.00333333334,,,1757854800000,0.00165930343926505,0.0014652085962385266,,-0.003571651936964182,,,2025-09-14 13:00:00,6,1,0.878817112662127,0.47715876025931064,9
115396.28,115348.1,115650.0,115396.28,110470.6,35.29246,0.00031002092780889773,115773.09125,,,1757858400000,0.0016753111995450362,0.001466261909884153,,-0.003505029309899821,,,2025-09-14 14:00:00,6,1,0.9003187714007924,0.43523109937522575,9
115210.77,115396.28,115419.1,115210.77,115161.29,37.94527,0.00032920393337990475,115749.84458333334,,,1757862000000,0.001674033044926333,0.0014962786291289817,,-0.004819265036168252,,,2025-09-14 15:00:00,6,1,0.31647696718225193,-0.9486001946252826,9
115477.79,115231.0,115540.0,115477.79,115193.9,43.48226,0.00037678329117078627,115756.26250000001,,,1757865600000,0.0019021172677435713,0.0013669965422811526,,0.0013356310963152929,,,2025-09-14 16:00:00,6,1,-0.4516562969730577,-0.892192013752973,9
115557.66,115481.64,118459.96,115557.66,115276.83,43.7881,0.0003760847044663893,115755.67375,,,1757869200000,0.0018605815524114382,0.001300645036837816,,-0.00012226166956474938,,,2025-09-14 17:00:00,6,1,-0.5750052520411646,0.8181497174265091,9
115388.2,115557.66,115557.66,115388.2,115375.05,16.03088,0.00013886727197615642,115745.43541666667,,,1757872800000,0.0018825652046379232,0.001328378561094553,,-0.002124982012198462,,,2025-09-14 18:00:00,6,1,-0.8386705679467766,0.5446390350129442,9
115616.12,115388.21,115640.91,115616.12,115330.99,27.05186,0.0002341557564511318,115737.89375,,,1757876400000,0.0020027466289993757,0.0013606424047692485,,-0.0015630785981550765,,,2025-09-14 19:00:00,6,1,0.8498926929865988,-0.5269557954971054,9
115802.15,115616.12,115851.26,115802.15,115616.11,34.16043,0.0002951059165802976,115733.57125,,,1757880000000,0.002101801177693212,0.0013886980319194337,,-0.000895036481752598,,,2025-09-14 20:00:00,6,1,0.5336145159142948,0.8457278217048041,9
116053.49,115802.16,116147.3,116053.49,115620.47,33.42479,0.0002882928145335337,115740.73875,,,1757883600000,0.0015719702613551322,0.0014589824411934788,,0.0014844478586610865,,,2025-09-14 21:00:00,6,1,-0.3802634127328552,-0.9248782281666934,9
116029.94,116053.5,116147.3,116029.94,115761.44,27.4986,0.00023709867497341772,115747.28874999999,,,1757887200000,0.00160640803852667,0.0014597400184738804,,0.001356660764214146,,,2025-09-14 22:00:00,6,1,-0.48633538042305063,-0.87377222303571,9
115293.28,116009.61,116009.61,115293.28,23388.96,36.29154,0.0004274758693692004,115721.24625000001,,,1757890800000,0.002915027087568347,0.00195653340424233,,-0.00539190101994258,,,2025-09-14 23:00:00,6,1,-0.6534206039913606,0.7569950556506729,9
115071.31,115293.28,115293.28,115071.31,114813.32,48.19333,0.0004188564384088194,115685.23416666668,,,1757894400000,0.0028374408831476497,0.0019849724658439244,,-0.007454914625016018,,,2025-09-15 00:00:00,0,0,-0.7621036088011259,-0.6474550868224763,9
115236.96,115071.31,116147.3,115236.96,114831.52,28.24171,0.000244717701775465,115654.98541666666,,,1757898000000,0.002891745877372557,0.0020143504499148673,,-0.006260362686592913,,,2025-09-15 01:00:00,0,0,-0.24868988716545895,-0.968583161128476,9
115362.35,115231.7,115443.29,115362.35,115175.82,35.15374,0.00030481754715989696,115634.54375000001,,,1757901600000,0.0028910927526976785,0.0020269314792734044,,-0.004234678529981273,,,2025-09-15 02:00:00,0,0,-0.995804927574522,0.09150161866492279,9
115445.45,115362.35,116147.3,115445.45,115347.92,20.90981,0.00018080736974422746,115625.56791666667,,,1757905200000,0.0027997009867528717,0.0020093298376516484,,-0.001862514089683076,,,2025-09-15 03:00:00,0,0,0.9896513868198064,0.14349262199024004,9
116058.0,115445.46,117122.06,116058.0,115400.0,45.68571,0.0003931869482149954,115638.35958333332,,,1757908800000,0.0033819685116388987,0.0022864276245652022,,0.0026522449050117025,,,2025-09-15 04:00:00,0,0,-1.0,-7.527624398211017e-13,9
116530.58,116058.0,118350.57,116530.58,116019.05,31.60759,0.0002702271757040891,115666.3,,,1757912400000,0.003593914579302522,0.0024210766189154682,,0.0057877605914240515,,,2025-09-15 05:00:00,0,0,0.36325123047396385,-0.9316912275851648,9
116130.0,116530.58,117284.19,116130.0,108288.53,42.5164,0.00037327534296478527,115682.79,,,1757916000000,0.003858872221871532,0.0025226750447259,,0.0034195584642884302,,,2025-09-15 06:00:00,0,0,-1.0,-2.4090618022216234e-12,9
115806.61,116130.0,116388.08,115806.61,115317.81,73.89963,0.0006379594690838459,115682.84083333332,,,1757919600000,0.003145977334710432,0.002589716878225219,,1.0534915516391408e-05,,,2025-09-15 07:00:00,0,0,0.9872754118383389,-0.1590196880245911,9
114737.28,115806.62,115806.62,114737.28,113334.36,55.45546,0.0004837944102660052,115633.29125000001,,,1757923200000,0.004665091570406733,0.003190298575186741,,-0.010258140353967549,,,2025-09-15 08:00:00,0,0,-0.9822872507281236,-0.18738131458868673,9
114879.71,114737.28,115187.96,114879.71,50000.0,55.23655,0.0005916771828751243,115584.44166666667,,,1757926800000,0.004654722798211658,0.003193699833964438,,-0.010102273030819786,,,2025-09-15 09:00:00,0,0,-0.8256062107554923,-0.5642467410290977,9
114769.04,114879.71,114940.03,114769.04,114532.95,34.98724,0.0003049067629803009,115532.01625,,,1757930400000,0.004618750635556472,0.003195280940876895,,-0.010844090504601334,,,2025-09-15 10:00:00,0,0,0.2689198206136354,0.9631625667981134,9
115090.0,114769.04,117284.19,115090.0,114740.98,38.00305,0.00032844761581581126,115502.80791666667,,,1757934000000,0.004761899390277066,0.0032428535847149396,,-0.006054011106217283,,,2025-09-15 11:00:00,0,0,0.5000000000027212,-0.8660254037828675,9
114740.02,115070.01,115070.01,114740.02,114625.14,59.09974,0.0005147535311216912,115459.62875000002,,,1757937600000,0.004223189171823403,0.003292300335790821,,-0.008950880456383481,,,2025-09-15 12:00:00,0,0,-0.8633955506072195,0.5045276238142529,9
114692.88,114721.04,115088.32,114692.88,24000.0,117.31002,0.001386745984336113,115432.32791666668,,,1757941200000,0.003648937071841643,0.0032152452734983674,,-0.005680370981403282,,,2025-09-15 13:00:00,0,0,-0.728968627418958,0.6845471059313013,9
114679.56,114692.88,115542.37,114679.56,114453.64,41.41613,0.00036047924719468803,115402.46458333333,,,1757944800000,0.0036482504303172684,0.0032123979371222874,,-0.006210945448154814,,,2025-09-15 14:00:00,0,0,0.9177546256850945,-0.39714789063220785,9
114868.56,114679.56,114906.14,114868.56,114404.44,42.96328,0.00037448475232984774,115388.20583333333,,,1757948400000,0.003770921194196991,0.003221507139047973,,-0.002970295225003805,,,2025-09-15 15:00:00,0,0,0.9297764858882973,0.3681245526845619,9
114662.58,114868.57,114998.05,114662.58,114602.0,33.06787,0.00028816258680182627,115354.23875,,,1757952000000,0.001912366678947917,0.003195501441833865,,-0.007059452731126847,,,2025-09-15 16:00:00,0,0,-0.6252426563349768,-0.7804304073389132,9
115120.02,114662.57,115120.03,115120.02,114632.43,32.45553,0.00028232635436727224,115336.00375000002,,,1757955600000,0.002374547932513713,0.0033084656022669134,,-0.0037872002600259913,,,2025-09-15 17:00:00,0,0,-0.868631514439028,-0.4954586684309405,9
115307.79,115120.02,119388.01,115307.79,114904.76,74.27398,0.0006373615076589121,115332.65333333334,,,1757959200000,0.002360144952377697,0.0033154033406789583,,-0.000696865017393522,,,2025-09-15 18:00:00,0,0,0.05495017991631951,-0.9984890974503248,9
115309.64,115307.79,117627.38,115309.64,114988.49,65.21298,0.0005623012236153652,115319.88333333332,,,1757962800000,0.002186810143859189,0.003288050038651848,,-0.0026508414224590826,,,2025-09-15 19:00:00,0,0,-0.4162807922592423,-0.9092361090475991,9
115376.91,115309.65,115599.62,115376.91,115193.76,46.06916,0.00039924708732225395,115302.165,,,1757966400000,0.0017395911927538268,0.003271421688376717,,-0.003672125258468828,,,2025-09-15 20:00:00,0,0,0.7235697791886088,-0.69025124023427,9
115527.99,115376.92,115542.05,115527.99,115283.49,31.37976,0.00027180112759353134,115280.26916666667,,,1757970000000,0.0016891754443446813,0.0032495386244414987,,-0.004528084420382328,,,2025-09-15 21:00:00,0,0,-0.8647134405206567,-0.502265533142509,9
115288.0,115528.0,115746.23,115288.0,115221.69,78.01865,0.0006759623055686672,115249.35499999998,,,1757973600000,0.001976931246695761,0.0032724571727455604,,-0.006394384070180559,,,2025-09-15 22:00:00,0,0,-0.8660254037842281,-0.5000000000003646,9
115354.55,115288.0,115476.0,115354.55,115232.58,24.08319,0.00020877569361405244,115251.90791666666,,,1757977200000,0.0019365746535600446,0.0030069732548325184,,0.0005314273303700379,,,2025-09-15 23:00:00,0,0,0.37055743750802617,-0.9288095528726463,9
115074.39,115349.71,115349.71,115074.39,114945.02,27.65852,0.0002402518210082013,115252.03625,115585.15902777779,,1757980800000,0.002054883091914394,0.003022893820351185,,2.6766011441026194e-05,,,2025-09-16 00:00:00,1,0,-0.9947921417617477,0.10192445579484295,9
115024.23,115088.66,115519.99,115024.23,115012.13,25.38787,0.00022040865404441274,115243.1725,115574.8801388889,,1757984400000,0.0014816833877330043,0.0030084172329208282,0.0021923183407348,-0.0018460223178398127,-0.006392989341879263,,2025-09-16 01:00:00,1,0,-0.8945446398374939,-0.44697862067218436,9
115039.22,115024.23,115227.51,115039.22,114924.44,27.59667,0.00023983814533842215,115229.70874999999,115563.11694444444,,1757988000000,0.0013165596267810911,0.002998686994576046,0.0021882580120815183,-0.0028010004997297555,-0.007308464849602014,,2025-09-16 02:00:00,1,0,0.9494254776424906,-0.3139924559656306,9
115307.26,115034.47,115426.49,115307.26,115034.45,23.37184,0.00020278186368786948,115223.95083333335,115554.00347222222,,1757991600000,0.0016141272209428108,0.0030358951939923155,0.002205174975460726,-0.0011970155601628285,-0.0056584217972855955,,2025-09-16 03:00:00,1,0,0.19252196652811193,-0.9812926639918127,9
115503.02,115307.26,115560.01,115503.02,113973.37,31.49829,0.00027386927871957855,115200.82666666668,115551.28972222221,,1757995200000,0.0017166315639006158,0.0028425451691223213,0.002198931303719447,-0.004781919385134947,-0.001688787252996815,,2025-09-16 04:00:00,1,0,-0.7107994738725324,-0.7033947028109688,9
115934.76,115503.01,115957.23,115934.76,115454.3,30.11738,0.0002601212179349893,115176.00083333334,115554.71694444444,,1757998800000,0.0021205920256791135,0.0028214808905190148,0.0022430739329994125,-0.005112992658236171,0.00213297835557702,,2025-09-16 05:00:00,1,0,-0.6613118653209932,-0.7501110696328036,9
115781.54,115936.65,116009.62,115781.54,115591.58,26.27444,0.00022690626483054397,115161.48166666667,115555.155,,1758002400000,0.002006102979440345,0.0027483455471178577,0.0022478744399305056,-0.0030006027727547124,0.000272483801295742,,2025-09-16 06:00:00,1,0,0.9927573419292849,0.12013683883597494,9
115835.55,115773.01,115886.17,115835.55,115724.41,19.43818,0.00016783764435655105,115162.6875,115555.8926388889,,1758006000000,0.002006158883123987,0.0026908969088230332,0.0022483012183357486,0.0002498993796640203,0.00045870513697932047,,2025-09-16 07:00:00,1,0,0.11753739745886231,-0.9930684569548051,9
115658.75,115835.56,115974.23,115658.75,115113.1,24.95715,0.000215925872903884,115201.08208333333,115551.45833333333,,1758009600000,0.001834582997078202,0.001875694937034384,0.0022463884890431586,0.008031129899541023,-0.0027528492036681396,,2025-09-16 08:00:00,1,0,0.659345815100102,0.7518398074789483,9
115477.27,115658.75,115720.0,115477.27,114967.54,20.5008,0.00017766797266307918,115225.98041666666,115543.66847222223,,1758013200000,0.00196796473831736,0.0019041660758701232,0.00225259771279972,0.005201614802126553,-0.004833496986421881,,2025-09-16 09:00:00,1,0,-0.32639315100003197,-0.9452341037966575,9
115372.46,115477.28,115590.49,115372.46,115372.46,30.41232,0.00026343526352098966,115251.12291666667,115535.81375,,1758016800000,0.002028585408100859,0.0019026962803212802,0.002252826595025376,0.005257689704470936,-0.0048779520088322315,,2025-09-16 10:00:00,1,0,0.9198214973225832,0.39233711660157905,9
115287.84,115372.46,115431.52,115287.84,115218.81,34.07355,0.00029548820819627966,115259.36625,115526.28208333332,,1758020400000,0.0018886447581720964,0.0018299292521668127,0.002253729889093825,0.0017190025197670877,-0.005917527117256793,,2025-09-16 11:00:00,1,0,-0.844327925502164,-0.535826794978762,9
115439.36,115287.84,115604.96,115439.36,115287.38,17.10289,0.00014814892774758992,115288.50541666667,115518.455,,1758024000000,0.0018431562147294795,0.0017203536215200834,0.002259410659852548,0.006094996322991708,-0.004858067784678899,,2025-09-16 12:00:00,1,0,-0.1667687467156142,0.9859960370705875,9
115191.21,115439.36,115649.57,115191.21,112941.08,45.7615,0.00039933607898915894,115309.26916666667,115510.53347222222,,1758027600000,0.00115279876138627,0.0017849950153253718,0.0022602928201183735,0.004344907896636663,-0.0049269377503204925,,2025-09-16 13:00:00,1,0,-0.7448940565905154,-0.6671827669058351,9
115296.86,115191.23,115306.71,115296.86,114811.0,40.13879,0.0003486140436982725,115334.98999999999,115503.51527777778,,1758031200000,0.0012743502242335975,0.001789941463175604,0.0022627482429955306,0.005382824977703038,-0.004363562444468894,,2025-09-16 14:00:00,1,0,0.22325011601049202,0.974761194191327,9
115905.88,115296.87,115905.88,115905.88,115010.66,33.66711,0.00029121914898119907,115378.21166666667,115505.42069444444,,1758034800000,0.002425904005858198,0.0020503179385258662,0.002348381321849325,0.0090304953766287,0.001185035435746995,,2025-09-16 15:00:00,1,0,0.5269557954991391,-0.8498926929853378,9
116068.05,115905.88,116068.05,116068.05,115626.96,34.52303,0.00029781509859040233,115436.77291666665,115515.75805555556,,1758038400000,0.0023692781124516997,0.002006512449321724,0.0023078608389145894,0.012257442663508922,0.006453917215325067,,2025-09-16 16:00:00,1,0,0.872496007073531,0.48862124149564445,9
116473.19,116068.06,122782.98,116473.19,114500.0,57.51302,0.00048773441887953504,115493.15499999998,115528.27750000001,,1758042000000,0.002429636156577732,0.00197116720916189,0.0023299898898327454,0.011754428117715765,0.007799481170967404,,2025-09-16 17:00:00,1,0,0.3065260780972656,0.951862260753261,9
116418.87,116461.55,116776.66,116418.87,116243.23,47.11981,0.0004045327713502646,115539.45,115539.17958333333,,1758045600000,0.0023827122288250387,0.0019648113981388044,0.0023304026091415645,0.009635775692171444,0.0067882330720949735,,2025-09-16 18:00:00,1,0,-0.9741733869702317,0.225801266867454,9
116800.12,116418.87,116820.0,116800.12,116286.24,54.53301,0.0004675508899009438,115601.55333333334,115553.11013888888,,1758049200000,0.002355746937182975,0.002047862320954817,0.0023554228077418845,0.012925892405873496,0.008661700740052902,,2025-09-16 19:00:00,1,0,-0.8813034520640111,-0.47255076487088377,9
116839.48,116800.12,116880.0,116839.48,116727.17,32.90437,0.0002816779957805275,115662.49375000001,115566.07666666668,,1758052800000,0.0023995545621856235,0.0020482387263894533,0.0023535498875602526,0.012676453200211268,0.008054724397526192,,2025-09-16 20:00:00,1,0,0.9258705848111397,-0.3778407868156616,9
116800.51,116839.47,116928.45,116800.51,116472.98,33.83116,0.00028981415694042127,115715.51541666668,115578.8411111111,,1758056400000,0.0020666193022233874,0.0020484070333526352,0.002353833216280362,0.011014819871790316,0.007930862457992571,,2025-09-16 21:00:00,1,0,-0.9248782281651987,-0.38026341273649056,9
116855.58,116800.5,116964.27,116855.58,116231.95,72.77104,0.000623659469827037,115780.83125,115592.49166666667,,1758060000000,0.0020976698067383874,0.0019760094296999388,0.002354100920225662,0.013597078620498193,0.008482064029900371,,2025-09-16 22:00:00,1,0,-0.10973431109390294,0.9939609554548642,9
116788.96,116855.58,116920.36,116788.96,116632.0,37.42633,0.00032048457772551636,115840.59833333333,115604.58416666667,,1758063600000,0.0016313833956874797,0.0019895269834145986,0.0023552637966767704,0.012434793426007174,0.007510979715886101,,2025-09-16 23:00:00,1,0,0.9631625667982254,0.2689198206132339,9
116560.0,116788.96,116831.48,116560.0,116560.0,46.92093,0.0004022351612857874,115902.49874999998,115613.25638888888,,1758067200000,0.001908272716344951,0.001961484092259815,0.002367816497279272,0.012909996742107355,0.005385748639761934,,2025-09-17 00:00:00,2,0,-0.8660254037835431,-0.5000000000015512,9
116659.55,116560.0,116861.03,116659.55,116516.92,21.78532,0.00018671130950255327,115970.63708333333,115622.93166666667,,1758070800000,0.0015101608523294455,0.0019513288146934815,0.0023695196775661118,0.014217178415365295,0.006007264562908343,,2025-09-17 01:00:00,2,0,-0.9187912101484909,0.3947438563852156,9
116702.26,116659.56,117043.11,116702.26,116556.52,34.01708,0.00029132369225869716,116039.93041666667,115634.7276388889,,1758074400000,0.001486106073938967,0.0019495054442397483,0.002366499880130716,0.014456287168845394,0.007330931150220987,,2025-09-17 02:00:00,2,0,-0.5577451089783658,-0.8300122850962574,9
116379.11,116702.27,116758.83,116379.11,116371.81,27.4634,0.00023573076287571377,116084.59083333332,115644.70319444445,,1758078000000,0.0012829876381656679,0.0020290018304464177,0.002381725790298613,0.0092955985598826,0.006209878933125745,,2025-09-17 03:00:00,2,0,0.72717399120085,0.6864531932484735,9
116304.71,116379.1,116480.01,116304.71,116161.23,19.13123,0.0001644773065857334,116117.99458333332,115652.39361111111,,1758081600000,0.0012431903694560553,0.0020194477347177503,0.0023818008587918765,0.006940857477146567,0.004783630379003201,,2025-09-17 04:00:00,2,0,0.18480905337319894,0.9827744470585823,9
117107.93,116305.69,117201.71,117107.93,116305.69,37.51399,0.0003209841680339533,116166.87666666666,115669.72583333334,,1758085200000,0.0029311557491049356,0.0023337225964350904,0.0025127038798756275,0.010119225674853682,0.010770929503631121,,2025-09-17 05:00:00,2,0,0.018324931401528046,-0.9998320843467313,9
117264.72,117107.94,117285.81,117264.72,116971.21,27.0405,0.00023077235564434792,116228.67583333334,115690.9825,,1758088800000,0.0029529966994661216,0.0023103589209139963,0.00251213169624757,0.012810159547022915,0.01322408994952573,,2025-09-17 06:00:00,2,0,0.18738131458501917,0.9822872507288233,9
117153.33,117263.45,117275.0,117153.33,116998.24,49.82068,0.0004253009099454262,116283.58333333333,115709.7038888889,,1758092400000,0.0029745446568471487,0.0023301389662387932,0.0025151326760636983,0.01137630028087222,0.011639700017417098,,2025-09-17 07:00:00,2,0,0.6434558647358853,-0.7654832134913175,9
116860.01,117153.34,117185.58,116860.01,109374.13,54.44098,0.00047557822247365413,116333.63583333335,115722.66972222221,,1758096000000,0.0030414076044164608,0.002374735924963387,0.0025323319580486644,0.010386244015260448,0.008052863164038415,,2025-09-17 08:00:00,2,0,0.8673314314052242,0.49773103991670525,9
116550.01,116858.78,117075.94,116550.01,116544.92,28.56937,0.0002447608220523883,116378.33333333333,115729.58513888888,,1758099600000,0.0032027628240898715,0.002424249936478975,0.0025504127301745234,0.00928962037290959,0.004290400604555877,,2025-09-17 09:00:00,2,0,0.9999965730559901,-0.0026179908853837417,9
116359.14,116550.02,116604.26,116359.14,49947.0,39.57844,0.00041969231247773145,116419.445,115734.19472222222,,1758103200000,0.003238104081324429,0.0024457010499705687,0.002558094989319291,0.008552127604802617,0.002860448730793941,,2025-09-17 10:00:00,2,0,0.9557930147982564,-0.2940403252325434,9
116258.13,116360.37,116372.58,116258.13,116064.7,33.26552,0.00028619980974226185,116459.87374999998,115740.68263888889,,1758106800000,0.0031033009158330585,0.002448465694322252,0.0025484096317329426,0.008416238867863246,0.00403425136668667,,2025-09-17 11:00:00,2,0,0.5291790009747183,0.8485102149811746,9
